^Nr;0;0;smoothed;smoothed;smoothed
2600;0;-0.102800486;-0.43456231;-0.466778579;-0.102800486
2601;-1.013978723;-0.441510479;0.15544861;-0.174808008;-0.441510479
2602;1.013978724;-0.396165883;-1.15865584;-0.578946875;-0.396165883
2603;-3.503531646;-0.429374205;-0.755657593;-0.517787398;-0.429374205
2604;1.193489424;-0.532250259;-0.917284321;-0.907260917;-0.532250259
2605;-1.193489424;-0.496280893;-0.871898287;-0.89644449;-0.496280893
2606;-2.337305858;-0.563204256;-0.556842533;-0.769730485;-0.563204256
2607;2.337305858;-0.666914434;-0.718015154;-0.746812196;-0.666914434
2608;-3.366460663;-0.593826944;-0.552044081;-0.80741781;-0.593826944
2609;0;-0.710065718;-1.761512811;-0.590712794;-0.710065718
2610;-0.949566856;-0.624204185;0.353827004;-0.535360204;-0.624204185
2611;0.949566856;-0.48807094;-0.957189064;-0.305240792;-0.48807094
2612;-2.344132474;-0.432180644;0.714073142;-0.345496005;-0.432180644
2613;3.37328728;-0.339058578;-0.604121465;-0.18563553;-0.339058578
2614;-3.37328728;-0.25886418;0.642488394;-0.020217422;-0.25886418
2615;2.344132474;-0.02133787;-0.704982146;-0.107931431;-0.02133787
2616;-1.397181026;0.035146042;-0.11138402;0.261166543;0.035146042
2617;-0.946951448;0.274041987;-0.254812974;-0.197770035;0.274041987
2618;2.344132474;0.255790414;0.526710712;0.051957576;0.255790414
2619;-0.949566855;0.316456258;0.749217422;0.485589403;0.316456258
2620;0.949566856;0.581870261;-0.065273233;0.385140526;0.581870261
2621;-1.05E-10;0.893009589;0.212835406;0.477239954;0.893009589
2622;1.09E-09;1.170399098;0.801004379;0.506662245;1.170399098
2623;2.264754547;1.079915062;0.57048089;0.717992837;1.079915062
2624;-1.235599744;1.214415002;0.505541071;0.687347017;1.214415002
2625;1.235599744;0.85385456;0.257821148;0.891660499;0.85385456
2626;1.101706115;-0.006622786;1.159194234;0.423640496;-0.006622786
2627;1.193489425;-0.388873441;2.527109653;0.560663129;-0.388873441
2628;3.671025013;-1.231160295;0.430000192;0.586735365;-1.231160295
2629;-4.864514438;-1.694440003;-1.320616375;0.788771378;-1.694440003
2630;1.36E-10;-1.829356155;-1.65091593;0.788841469;-1.829356155
2631;1.332219855;-1.666560646;1.689957672;0.071153635;-1.666560646
2632;1.460482511;-1.443293236;0.779591724;-0.344158949;-1.443293236
2633;-1.460482512;-0.733744583;-0.779591725;-1.161845067;-0.733744583
2634;-1.332219853;0.066607679;-1.272999291;-2.346916447;0.066607679
2635;-1.22E-09;1.225452352;-0.331576877;-2.214373306;1.225452352
2636;1.22E-09;2.326259446;0.365819425;-2.123901681;2.326259446
2637;-1.22E-09;3.664861522;-0.743088109;-0.986598792;3.664861522
2638;-2.935673447;4.971157035;-2.706116417;1.105980866;4.971157035
2639;-3.07333251;6.203531712;-2.314026449;3.63974735;6.203531712
2640;2.642545293;7.509256564;2.216564221;6.242165377;7.509256564
2641;8.408911734;8.39081551;8.581752144;8.624286809;8.39081551
2642;13.39249775;8.96271761;12.3198719;11.67212547;8.96271761
2643;14.74356284;9.46286365;16.641579;13.86744105;9.46286365
2644;22.12633481;9.470390665;21.56372243;15.39840096;9.470390665
2645;23.06151953;9.898498713;19.93228351;16.00029967;9.898498713
2646;11.633634;10.26625992;17.07118366;15.81703546;10.26625992
2647;18.43494882;10.49825164;14.09819413;15.06570688;10.49825164
2648;10.61965528;10.78733923;11.8212069;13.48647343;10.78733923
2649;5.9374161;10.93575708;7.112492814;10.98898766;10.93575708
2650;8.119791794;11.32550899;7.219450339;8.034935315;11.32550899
2651;7.189114524;11.79620596;6.704154689;5.863947259;11.79620596
2652;3.671700098;11.96444716;4.185440363;4.497608606;11.96444716
2653;3.751729071;12.10704685;4.544187111;4.780020559;12.10704685
2654;7.61974557;11.89350997;6.03642407;6.070956575;11.89350997
2655;6.220949921;11.82050927;7.402463874;7.892934282;11.82050927
2656;8.972626616;11.57325362;8.728794643;10.6012315;11.57325362
2657;11.5077307;11.14352018;10.79775981;13.06109439;11.14352018
2658;12.30392355;10.80733752;13.36275921;14.68016291;10.80733752
2659;18.12186025;11.07678924;18.11561975;17.01269061;11.07678924
2660;23.36911316;11.80448955;22.62463576;17.71987453;11.80448955
2661;22.52606055;12.72130428;22.22533112;18.09957021;12.72130428
2662;18.75865035;13.6334576;20.44314894;17.5232407;13.6334576
2663;18.74134045;14.52813927;15.78390124;16.59515068;14.52813927
2664;9.496105092;15.46539661;12.64712328;15.0578832;15.46539661
2665;12.54837594;15.98990689;11.3250819;13.36647455;15.98990689
2666;12.66170577;15.94215224;11.86436609;12.05757402;15.94215224
2667;8.871411184;16.23465837;9.890507756;11.26849831;16.23465837
2668;9.515105038;15.85295136;9.666559362;11.1504144;15.85295136
2669;11.04094018;15.30460726;9.323611774;11.50505485;15.30460726
2670;8.130102353;14.72699236;10.94450629;12.19478948;14.72699236
2671;15.49927538;13.54541175;12.72594452;13.52167238;13.54541175
2672;15.03043052;12.65781305;17.86714042;14.86857235;12.65781305
2673;20.96106573;11.59490459;17.34845498;15.69288881;11.59490459
2674;14.43373011;11.11381606;17.83435766;15.66912439;11.11381606
2675;18.73809827;10.52844685;17.2733939;15.4066044;10.52844685
2676;17.48985672;10.34936129;16.9768778;14.22742441;10.34936129
2677;11.39290965;10.60473127;11.62685505;12.99277887;10.60473127
2678;7.135915299;10.86003097;8.154790986;11.32846873;10.86003097
2679;8.678168885;11.4203294;7.786462199;9.041525975;11.4203294
2680;8.0920826;11.93942732;8.48048632;7.927285159;11.93942732
2681;7.853313301;11.92383104;7.339561604;6.768254364;11.92383104
2682;5.906141114;11.98727984;6.329112699;6.875667886;11.98727984
2683;6.188615963;11.54162627;6.042143304;7.821447838;11.54162627
2684;7.704119278;11.30629154;8.332619371;9.149816524;11.30629154
2685;11.16488018;11.20022368;9.625926256;11.32246384;11.20022368
2686;9.950626688;10.98898625;11.67135709;12.73500265;10.98898625
2687;15.39554925;11.03789392;14.7339977;14.56093699;11.03789392
2688;18.75865035;11.30516447;18.2836458;15.72182318;11.30516447
2689;19.01703396;11.82222543;20.40562137;15.75932956;11.82222543
2690;20.68952379;12.53038993;17.52807427;15.87028447;12.53038993
2691;12.09475708;13.68052939;16.96180379;15.1326929;13.68052939
2692;18.43494882;14.65667632;12.91186118;14.75268355;14.65667632
2693;8.130102353;15.52247838;13.22953473;13.81424952;15.52247838
2694;14.03624347;16.0036516;10.51426808;12.87413233;16.0036516
2695;9.516020204;16.33652432;10.58392462;12.63397598;16.33652432
2696;9.021793462;16.38209118;10.3851694;12.61358616;16.38209118
2697;14.54703926;15.88747145;12.23400134;13.09556627;15.88747145
2698;12.17918105;15.54348852;13.634654;13.80096823;15.54348852
2699;14.99108472;14.88553925;15.41276673;15.05969625;14.88553925
2700;19.07509849;13.76641086;16.78003806;16.09482772;13.76641086
2701;15.60394714;12.72306153;19.56019582;16.43699825;12.72306153
2702;22.52606055;11.80163864;17.06468174;16.34714597;11.80163864
2703;11.633634;11.13426977;17.33039005;15.05730877;11.13426977
2704;18.43494882;10.52708184;14.47832681;14.18401446;10.52708184
2705;11.97613244;10.05028996;12.9232215;11.98908828;10.05028996
2706;7.463902384;9.767870341;8.843352922;10.62668971;9.767870341
2707;9.05560379;9.797609699;7.253012416;8.330568567;9.797609699
2708;4.814992206;10.04058;5.783962717;6.319801192;10.04058
2709;3.836055874;9.983654466;3.564336734;5.457840339;9.983654466
2710;3.908127072;10.07881794;4.130708147;5.188521436;10.07881794
2711;5.990594718;9.962440926;6.135767837;5.964378255;9.962440926
2712;8.446068523;10.34110546;7.54761943;7.133564601;10.34110546
2713;7.943471812;10.26983838;9.455652534;8.447799937;10.26983838
2714;11.633634;10.88618823;9.427233056;10.54052175;10.88618823
2715;9.025276065;11.02661547;11.78330402;11.95730353;11.02661547
2716;15.36846332;11.37733865;12.40277938;14.20657517;11.37733865
2717;13.73626831;12.03243586;17.06212458;14.99504164;12.03243586
2718;21.80140949;12.22294953;19.28882034;15.67695811;12.22294953
2719;18.43494882;12.61564757;18.2745241;15.91337595;12.61564757
2720;11.82148834;12.70110819;13.19697168;15.49291267;12.70110819
2721;12.01725184;12.54704665;11.56579599;14.49882925;12.54704665
2722;13.03115746;12.3835631;13.37992393;13.49404145;12.3835631
2723;14.13910831;11.53135551;13.33655175;11.84662873;11.53135551
2724;10.54806542;10.90712624;10.65005014;10.0363777;10.90712624
2725;6.82814968;9.583741871;7.598968785;8.347628771;9.583741871
2726;6.35966024;8.349784029;5.108248122;6.482929754;8.349784029
2727;3.530006688;7.124926898;5.744941323;4.855902432;7.124926898
2728;7.326406659;5.723030571;4.322979283;3.713350342;5.723030571
2729;0.895173712;4.307149808;3.474745783;2.843454089;4.307149808
2730;2.422607457;3.296463574;0.676833165;2.599691792;3.296463574
2731;1.39E-09;2.21917985;1.55523282;1.795016809;2.21917985
2732;2.086010192;1.406979071;0.083920079;1.084566372;1.406979071
2733;-1.005086007;0.682646093;1.735146413;0.761137374;0.682646093
2734;4.398705356;0.211869781;1.701590356;0.847691985;0.211869781
2735;-1.09E-09;-0.174734044;0.936528189;0.866296899;-0.174734044
2736;-1.032244692;-0.116571507;0.4328061;0.619720787;-0.116571507
2737;3.544766457;-0.347984688;0.888503831;0.120144858;-0.347984688
2738;-1.118430625;-0.279629727;1.35940982;0.198055888;-0.279629727
2739;1.118430624;-0.608359446;-0.917019238;-0.189604406;-0.608359446
2740;-2.512521763;-0.658408982;-1.094952769;-0.125343842;-0.658408982
2741;-1.032244693;-0.604962234;-1.377510242;-0.550384309;-0.604962234
2742;-1.05E-10;-0.500272911;-0.463222525;-0.64885015;-0.500272911
2743;-0.946951446;-0.480187205;-0.164083225;-0.824958483;-0.480187205
2744;-9.19E-10;-0.669856828;-1.154215084;-0.689919216;-0.669856828
2745;-2.419509216;-0.541889485;-1.094022924;-0.997252274;-0.541889485
2746;-9.60E-10;-0.546661099;-0.90284008;-0.758652743;-0.546661099
2747;0;-0.432371133;0.787247067;-0.949913756;-0.432371133
2748;0.855097397;-0.265511349;-0.944794481;-0.516867539;-0.265511349
2749;-3.344650319;-0.351246649;-0.264416938;-0.229241458;-0.351246649
2750;2.489552923;-0.275666078;-0.864380898;-0.296986777;-0.275666078
2751;-2.489552923;-0.087398103;-0.068966104;-0.139004298;-0.087398103
2752;1.15E-09;-0.002756513;-1.066951253;-0.260619938;-0.002756513
2753;-1.15E-09;0.147077472;0.148774679;0.298639265;0.147077472
2754;1.15E-09;0.309790633;-0.043733303;0.370372246;0.309790633
2755;0.753848333;0.182003763;1.642207938;0.547162993;0.182003763
2756;3.525615196;0.168830253;1.701821232;0.604259103;0.168830253
2757;-0.784824602;0.259788951;0.941767134;0.485251134;0.259788951
2758;-1.16E-09;0.055233812;-1.56094071;0.437234069;0.055233812
2759;-2.086010191;-0.012074609;0.151901358;0.510875788;-0.012074609
2760;3.202020582;-0.182376328;0.840063647;0.142638177;-0.182376328
2761;1.34E-09;-0.180388462;1.372294535;-0.131869662;-0.180388462
2762;-1.34E-09;-0.265500953;-0.321440427;-0.276470501;-0.265500953
2763;-1.11601039;-0.43078124;-2.056218137;-0.819679123;-0.43078124
2764;-3.915923833;-0.459350914;-1.359980705;-0.965600561;-0.459350914
2765;2.001457378;-0.44379065;-1.228638452;-1.040550543;-0.44379065
2766;-2.782005537;-0.515861628;-0.268767886;-1.057705174;-0.515861628
2767;-1.12E-09;-0.523483551;-1.312715253;-0.948679513;-0.523483551
2768;-0.707319367;-0.462722313;-0.102250331;-0.718519;-0.462722313
2769;-0.643745715;-0.599098224;-1.622566079;-0.755683017;-0.599098224
2770;-2.608199885;-0.490530164;-0.56122473;-0.614465256;-0.490530164
2771;2.019968198;-0.619267556;-0.723635003;-0.506171108;-0.619267556
2772;-2.019968199;-0.402178667;0.62755363;0.038924841;-0.402178667
2773;2.019968199;-0.483330551;0.115426754;0.229411137;-0.483330551
2774;0;-0.274512233;0.911942857;0.088343945;-0.274512233
2775;-1.06E-09;-0.211061141;-0.404351133;0.08436324;-0.211061141
2776;-0.539492336;-0.062727805;-0.077070334;0.122595439;-0.062727805
2777;0.539492336;-0.293875337;0.123312535;0.202306412;-0.293875337
2778;9.96E-10;-0.196746304;0.046242201;-0.137361174;-0.196746304
2779;-0.539492337;-0.121512641;-0.354523536;-0.129006942;-0.121512641
2780;-1.07E-09;0.083786852;0.0462422;-0.133550758;0.083786852
2781;0.539492338;0.001584872;0.291306299;-0.477597063;0.001584872
2782;-0.539492338;0.035140924;-0.711413435;-0.351428002;0.035140924
2783;-1.959927258;0.007988472;-1.539329232;-0.241468459;0.007988472
2784;-0.439039526;-0.036760499;0.189147993;-0.24634797;-0.036760499
2785;2.398966784;0.364941968;0.360175468;-0.191580399;0.364941968
2786;-2.398966784;0.155580711;-0.510703306;-0.065639536;0.155580711
2787;0;0.236260054;-0.205625724;0.147753105;0.236260054
2788;2.398966784;0.262244274;1.370838163;0.342602219;0.262244274
2789;1.07E-09;0.269472047;0.822502898;0.541205418;0.269472047
2790;-5.51E-11;0.195619767;-0.461941008;0.680941144;0.195619767
2791;-1.01E-09;0.490558541;1.235334217;0.732065309;0.490558541
2792;2.990344976;0.407309855;0.34292124;0.721734545;0.407309855
2793;-2.450852639;0.471654539;0.911805797;1.01553236;0.471654539
2794;3.141129837;0.505321365;0.215693767;0.563781949;0.505321365
2795;-9.99E-10;0.227287648;2.353983137;0.306083951;0.227287648
2796;2.489552923;0.274940876;0.086410717;0.297747461;0.274940876
2797;-2.489552922;0.115728683;-0.355650417;0.199832972;0.115728683
2798;-1.15E-09;0.104775052;-1.066951252;-0.275981164;0.104775052
2799;1.15E-09;-0.028318025;0.272556867;0.011398458;-0.028318025
2800;-1.15E-09;0.090605206;-0.236666467;-0.046155622;0.090605206
2801;-0.690277197;-0.067869979;-0.280913664;-0.329578776;-0.067869979
2802;-1.03E-09;0.021851709;-0.252170347;-0.212237713;0.021851709
2803;-0.634244713;-0.144314733;-1.456364277;-0.571731153;-0.144314733
2804;-2.356100262;0.056258935;0.380154689;-0.207340297;0.056258935
2805;4.662739337;-0.013397063;0.992288615;-0.47044441;-0.013397063
2806;-1.672394362;-0.037406659;0.716479942;0.106547198;-0.037406659
2807;-0.634244713;0.195517939;-1.063662112;0.080103936;0.195517939
2808;0.634244713;0.15274438;0.444027559;0.539413359;0.15274438
2809;9.63E-10;0.127333828;-0.83771287;0.229612466;0.127333828
2810;-2.450852638;0.182026156;-0.232434742;0.684690703;0.182026156
2811;3.141129835;0.243501075;0.943861587;0.478097575;0.243501075
2812;0.753848334;0.418955901;1.263078679;0.655842925;0.418955901
2813;-1.12E-09;0.136936152;1.868935348;0.35536353;0.136936152
2814;4.551261274;0.380604126;0.637507939;0.416926933;0.380604126
2815;-3.724937135;0.223328389;0.908016282;0.384029118;0.223328389
2816;2.699291059;0.151471294;-1.3595633;0.035547718;0.151471294
2817;-2.699291059;-0.009913372;0.458845151;0.237907787;-0.009913372
2818;0.90938045;-0.091822679;-1.782091202;-0.187866928;-0.091822679
2819;-2.489552923;-0.028629621;0.460061838;-0.274514198;-0.028629621
2820;2.489552923;-0.130194551;-1.085080816;-0.214257741;-0.130194551
2821;-3.179830121;-0.164837874;0.885246674;-0.656459849;-0.164837874
2822;3.179830121;-0.21306227;-1.054642462;-0.535938857;-0.21306227
2823;-3.179830121;-0.077370935;0.89909019;-0.284345808;-0.077370935
2824;2.395005517;-0.179581968;-1.292459855;-0.345140665;-0.179581968
2825;-3.02925023;0.105948311;-0.365479352;-0.148250689;0.105948311
2826;0.634244714;-0.135074569;0.090606388;-0.041596974;-0.135074569
2827;2.395005516;-0.102481794;0.819248996;-0.072190209;-0.102481794
2828;-2.395005516;-0.108214242;-0.396507478;0.167842282;-0.108214242
2829;-1.03E-09;-0.074657244;-1.026430935;0.033337172;-0.074657244
2830;1.03E-09;-0.135487277;-0.067270681;0.164440005;-0.135487277
2831;-1.03E-09;-0.07850073;1.362784337;0.321681302;-0.07850073
2832;3.179830121;-0.128718995;0.248975258;0.274643425;-0.128718995
2833;-3.179830121;-0.165769978;0.366883303;0.212807734;-0.165769978
2834;2.395005518;0.061639339;-0.137557844;0.244083457;0.061639339
2835;-1.01E-09;-0.160196563;0.784011121;-0.180463258;-0.160196563
2836;-0.722611156;0.017845425;-0.048866332;-0.174617457;0.017845425
2837;0.722611157;-0.153471516;-1.075883976;-0.436218897;-0.153471516
2838;-3.029250232;-0.044576989;-0.459089308;-0.450586868;-0.044576989
2839;1.639330721;-0.122293688;-0.816236888;-0.617462649;-0.122293688
2840;-1.639330721;-0.007136079;0.01941127;-0.743109787;-0.007136079
2841;-0.58463052;-0.159426054;-2.008625407;-0.569293248;-0.159426054
2842;-2.267954536;-0.098041071;0.061027847;-0.112727513;-0.098041071
2843;2.852585056;-0.125864937;-0.564468365;0.047394552;-0.125864937
2844;-2.852585056;-0.072399756;0.764913114;0.314040191;-0.072399756
2845;2.852585056;-0.191509847;0.108641028;0.117424906;-0.191509847
2846;9.94E-10;-0.027069904;1.439991783;0.462931948;-0.027069904
2847;0.634244713;-0.170132355;-0.141731759;0.329619275;-0.170132355
2848;1.03E-09;-0.147539473;1.038600079;0.263370432;-0.147539473
2849;2.395005516;-0.156032951;1.314210749;0.161075381;-0.156032951
2850;1.01E-09;-0.081376815;0.054363832;-0.188064227;-0.081376815
2851;-2.395005518;0.102833668;-1.341522621;0.10077946;0.102833668
2852;-0.634244713;0.115020031;-2.301631733;-0.323750893;0.115020031
2853;-2.852585058;-0.020451924;-0.573796599;-0.385020055;-0.020451924
2854;2.267954537;0.072094643;-0.053734635;-0.423506487;0.072094643
2855;-0.540510187;0.009066928;0.991205407;-0.435833577;0.009066928
2856;0.540510186;-0.058318968;-0.348827585;-0.316144071;-0.058318968
2857;-0.540510186;-0.092890426;0.154431482;-0.115906237;-0.092890426
2858;0.540510186;-0.026942454;-0.019224891;0.00637448;-0.026942454
2859;1.02E-09;0.020022624;0.432091973;0.386456287;0.020022624
2860;0.58463052;0.000203721;0.393343202;0.383621322;0.000203721
2861;9.94E-10;-0.000714359;-0.691631953;0.510677547;-0.000714359
2862;-1.816607924;0.125377142;0.203661811;0.250953103;0.125377142
2863;3.141129837;0.453390554;0.607021547;0.154801072;0.453390554
2864;-0.690277199;0.14552393;0.987937453;0.12952773;0.14552393
2865;0.690277199;0.528582721;0.673499628;0.057739353;0.528582721
2866;1.704728318;0.358918405;-0.174406116;0.549002236;0.358918405
2867;-3.02925023;0.47213466;0.297847818;0.305264104;0.47213466
2868;3.02925023;0.245728275;-0.534514285;0.440403639;0.245728275
2869;-2.395005516;0.444237531;-0.137595163;0.282066205;0.444237531
2870;-1.10E-09;0.223459273;0.009432702;0.441638739;0.223459273
2871;3.179830121;0.041146386;1.67648104;0.56185902;0.041146386
2872;-1.05E-09;0.150946108;1.456697783;0.078983943;0.150946108
2873;0.855097397;0.032952997;-0.22369416;0.260250442;0.032952997
2874;-0.855097397;0.171322693;0.244313542;-0.043460155;0.171322693
2875;0.855097397;0.049505757;-0.095538863;0.248779662;0.049505757
2876;-0.855097397;0.157004748;-0.866030166;-0.272482989;0.157004748
2877;-1.735704588;0.147775413;-0.170010903;0.135562784;0.147775413
2878;2.590801984;0.200264269;0.053674154;-0.002620762;0.200264269
2879;-1.764477845;0.143186291;0.667125859;-0.264314278;0.143186291
2880;0.909380448;0.306675648;-1.169286492;0.18866716;0.306675648
2881;-2.045408488;0.406550439;-0.580979666;-0.085730929;0.406550439
2882;0.964484301;0.31703091;1.595256077;0.261774929;0.31703091
2883;4.447384852;0.469097632;0.760137337;0.529707628;0.469097632
2884;-4.44738485;0.265873958;0.913552396;0.66060949;0.265873958
2885;4.447384849;0.418700864;-0.436274258;0.753028647;0.418700864
2886;-1.245364265;0.284743221;2.713931401;0.712285751;0.284743221
2887;3.07333251;0.160457384;-1.139410009;0.660978724;0.160457384
2888;-4.189342901;0.534975155;0.676191524;0.723972372;0.534975155
2889;4.522454145;0.428499222;0.593603215;0.72014831;0.428499222
2890;-1.26E-10;0.627405612;1.297211093;0.521505505;0.627405612
2891;-1.128834795;0.598554079;0.071586739;0.194084954;0.598554079
2892;2.629690883;0.539536697;0.448082919;0.006103579;0.539536697
2893;-1.235599744;0.528331377;0.579091591;0.020180047;0.528331377
2894;0.216209464;0.371019479;-1.077747792;-0.003716178;0.371019479
2895;-1.245364268;0.285693275;0.002128327;0.103552339;0.285693275
2896;1.245364267;-0.080515976;0.159376941;0.157082988;-0.080515976
2897;0;0.024995731;0.721864496;0.517257493;0.024995731
2898;0;-0.117649924;-1.047430275;0.337543218;-0.117649924
2899;-2.194931122;-0.172703603;-0.588020496;0.252393709;-0.172703603
2900;2.194931122;-0.18305019;1.504047862;0.05955541;-0.18305019
2901;3.202020583;-0.050230113;2.032698684;0.404566637;-0.050230113
2902;-1.080924187;0.176507324;0.942363532;0.012488043;0.176507324
2903;1.080924188;0.396363954;-1.055454153;-0.13607499;0.396363954
2904;-2.182630303;0.144891889;0.425907801;-0.336755865;0.144891889
2905;2.182630302;0.368130185;-0.615253444;-0.165106158;0.368130185
2906;-3.202020583;0.395187371;-1.936996659;-0.296944795;0.395187371
2907;-3.073332511;0.558985613;-1.723965727;0.010432019;0.558985613
2908;3.073332512;0.403757802;0.531698146;0.210043393;0.403757802
2909;-9.20E-10;0.693860524;2.148850575;0.587042179;0.693860524
2910;2.121096397;0.448162746;0.142144125;0.773368438;0.448162746
2911;-1.218875235;0.435565804;0.73027545;0.994910755;0.435565804
2912;2.41236466;0.435918828;1.368141262;1.046743049;0.435918828
2913;2.707004317;0.102204704;2.629945187;0.933196287;0.102204704
2914;1.539838289;0.059076398;2.418210357;0.796782786;0.059076398
2915;1.684684318;-0.033181556;-0.660671602;0.6054986;-0.033181556
2916;-4.332313982;-0.26571425;-0.100992857;-0.007548741;-0.26571425
2917;3.377472728;-0.395255307;-1.58793304;-0.258493935;-0.395255307
2918;-4.662739336;-0.709712238;-0.354589326;-1.121306583;-0.709712238
2919;1.10E-09;-0.790370691;-3.411502877;-1.382150883;-0.790370691
2920;-4.443109206;-0.870708252;-1.651340298;-1.409082227;-0.870708252
2921;1.28E-09;-1.071464092;-2.08729384;-1.907737804;-1.071464092
2922;-1.24924268;-1.326001176;0.636952508;-1.838662193;-1.326001176
2923;1.582353923;-1.567094527;-0.574401697;-1.853391842;-1.567094527
2924;-3.737629542;-1.736255667;-2.633065414;-1.790636709;-1.736255667
2925;-4.279463531;-1.634934057;-3.436533277;-1.468267715;-1.634934057
2926;9.99E-10;-1.907183643;-1.173469777;-1.579823256;-1.907183643
2927;-0.690277199;-1.660004542;-0.808758669;-1.316457695;-1.660004542
2928;-2.450852637;-1.474588446;-1.212844641;-1.494955497;-1.474588446
2929;0;-1.362297054;-1.638069578;-1.061757339;-1.362297054
2930;-2.499419598;-1.110897363;-1.003930721;-1.202281065;-1.110897363
2931;1.03E-09;-0.910736757;-0.610649133;-1.055113643;-0.910736757
2932;4.89E-11;-0.567169406;-0.799550781;-0.919652626;-0.567169406
2933;-2.873438499;-0.344950663;-1.461293734;-0.297444154;-0.344950663
2934;0.333758048;-0.238942717;0.105814653;-0.268439554;-0.238942717
2935;2.100640925;-0.06713996;0.337723521;0.157335161;-0.06713996
2936;-2.434398972;-0.192461748;0.5525034;-0.172954724;-0.192461748
2937;2.434398971;0.226952555;-0.8755975;0.024341956;0.226952555
2938;-2.434398971;0.010810386;0.73012697;0.351727806;0.010810386
2939;2.434398972;0.183997548;-0.033813517;0.412073314;0.183997548
2940;-0.403484736;0.046078204;0.822603284;0.327548837;0.046078204
2941;0.403484736;0.321310271;0.698911737;0.403940084;0.321310271
2942;1.902481989;0.104032322;0.306367548;0.200025966;0.104032322
2943;-2.305966724;0.192081821;-0.700000138;0.316969923;0.192081821
2944;-1.03E-09;-0.128559848;0.034584406;-0.040446758;-0.128559848
2945;2.305966725;-0.246852668;0.329423817;-0.0038061;-0.246852668
2946;-2.305966725;0.007494588;0.658847636;-0.075062171;0.007494588
2947;2.305966725;-0.135580593;-0.658847635;-0.112215087;-0.135580593
2948;-2.305966724;-0.103449547;-0.099879931;-0.472899776;-0.103449547
2949;-9.49E-10;0.074789282;-1.147719434;-0.100293846;0.074789282
2950;-0.372045286;0.024728467;0.17639456;-0.519367331;0.024728467
2951;0.372045287;0.25581525;-0.106298653;0.003787771;0.25581525
2952;-0.372045287;0.431042453;0.138188249;-0.116252993;0.431042453
2953;0.372045286;0.45760549;-0.296554844;0.026128131;0.45760549
2954;-0.372045286;0.696865647;0.930021221;0.595304041;0.696865647
2955;2.219655553;0.942429105;-0.219964875;0.548815933;0.942429105
2956;-2.219655554;0.810462647;1.178908681;1.093616845;0.810462647
2957;4.405456361;1.063947017;1.183204667;1.549680087;1.063947017
2958;0.540510186;1.088408849;2.725732887;1.447686963;1.088408849
2959;2.223961241;1.230085478;0.449881187;1.837723615;1.230085478
2960;-8.70E-10;1.099645132;2.587244637;1.749997798;1.099645132
2961;5.110417561;1.273634951;1.433499459;1.642882788;1.273634951
2962;-1.387515747;1.080548429;2.607640633;1.443784853;1.080548429
2963;4.460848258;0.991670132;1.441079203;1.371070377;0.991670132
2964;-1.05E-10;1.014320654;0.620302533;0.784736573;1.014320654
2965;-2.194931122;0.776712576;-0.152292953;0.57988275;0.776712576
2966;3.214321404;0.524129192;0.032206738;0.321803171;0.524129192
2967;-2.264754548;0.432721193;0.101953099;0.036361485;0.432721193
2968;1.05E-10;0.075420368;-0.491175818;-0.427104895;0.075420368
2969;1.029154805;0.046619031;-0.137889562;-0.047288027;0.046619031
2970;-2.426335833;-0.052350186;-0.945411274;-0.575154944;-0.052350186
2971;1.05E-10;-0.255156949;-0.321307971;-0.396256431;-0.255156949
2972;1.397181028;-0.336887701;0.488736199;-0.412847868;-0.336887701
2973;-1.397181028;-0.462855863;-0.725191997;-0.393456139;-0.462855863
2974;-0.946951446;-0.456561111;0.020575761;-0.518230853;-0.456561111
2975;2.344132473;-0.48542455;-0.168783718;-0.226461469;-0.48542455
2976;-3.215483992;-0.484592987;-0.751623954;-0.467297335;-0.484592987
2977;9.81E-10;-0.267585009;-0.92994093;-0.335798942;-0.267585009
2978;0.871351517;-0.250943008;0.600061613;-0.001337627;-0.250943008
2979;-0.871351518;-0.333144373;-1.199015619;-0.362144394;-0.333144373
2980;-2.332982301;-0.311135068;-0.133313274;-0.151263738;-0.311135068
2981;3.204333819;-0.124647342;-0.407995142;-0.237049134;-0.124647342
2982;-3.204333819;-0.435086798;0.170374466;-0.282010951;-0.435086798
2983;1.639921998;-0.342042007;0.167003891;-0.258862699;-0.342042007
2984;1.564411821;-0.539367403;0.767227308;-0.148505263;-0.539367403
2985;-2.419509216;-0.621219712;-0.712114486;-0.349757789;-0.621219712
2986;-9.60E-10;-0.550523346;-1.027434993;-0.3062222;-0.550523346
2987;-0.784824602;-0.849927284;-0.994958766;-0.636962745;-0.849927284
2988;-2.395005518;-0.64132254;-1.491537732;-0.968609436;-0.64132254
2989;1.03E-09;-0.827450213;-0.29838776;-0.827200521;-0.827450213
2990;0.690277197;-0.728029485;-0.334715681;-1.136014218;-0.728029485
2991;-2.552898146;-0.716232776;-0.779752642;-1.249346714;-0.716232776
2992;6.55E-11;-0.479309559;-1.828685943;-1.204858313;-0.479309559
2993;-2.608199887;-0.428593612;-0.820517631;-0.916245029;-0.428593612
2994;1.18E-09;-0.107121796;-1.804249851;-1.013854494;-0.107121796
2995;-2.654195514;-0.237436144;-1.03434043;-0.739016301;-0.237436144
2996;4.07E-11;-0.605498377;-1.252817816;-0.321462984;-0.605498377
2997;-0.364936337;-0.814733505;1.167289992;-0.605724728;-0.814733505
